,filename,pred_class,prob
0,B04_t0_PGL_s00_channel3.jpg,0,0.0855824859109877
1,B04_t0_PGL_s15_channel3.jpg,0,0.0586722830636491
2,B04_t0_PGL_s16_channel3.jpg,0,0.04362364458006197
3,B04_t0_PGL_s27_channel3.jpg,0,0.027284271609357928
4,B04_t0_PGL_s35_channel3.jpg,0,0.018498837077279513
5,C02_t0_PXGL_s05_channel3.jpg,0,0.09346296928770467
6,C02_t0_PXGL_s17_channel3.jpg,0,0.09427890228518866
7,C02_t0_PXGL_s26_channel3.jpg,0,0.08276233610715647
8,C02_t0_PXGL_s32_channel3.jpg,0,0.09756654129489056
9,C02_t0_PXGL_s44_channel3.jpg,1,0.5588803057762803
10,C04_t0_PXGL_s05_channel3.jpg,1,0.4482488032105284
11,C04_t0_PXGL_s10_channel3.jpg,0,0.14929240380706718
12,C04_t0_PXGL_s21_channel3.jpg,0,0.1589445223533034
13,C04_t0_PXGL_s40_channel3.jpg,0,0.1284254518894912
14,C04_t0_PXGL_s48_channel3.jpg,0,0.007881619937694704
15,C09_t7_PXGL_s23_channel3.jpg,0,0.10684938031490906
16,C09_t7_PXGL_s29_channel3.jpg,0,0.07480512438342404
17,C09_t7_PXGL_s31_channel3.jpg,0,0.074452200252965
18,C09_t7_PXGL_s34_channel3.jpg,0,0.15698066371889405
19,C09_t7_PXGL_s44_channel3.jpg,0,0.13360086895011472
20,D09_t7_t2iLGo_s04_channel3.jpg,0,0.18220201961798557
21,D09_t7_t2iLGo_s08_channel3.jpg,0,0.17194613912971998
22,D09_t7_t2iLGo_s17_channel3.jpg,0,0.16802464602941627
23,D09_t7_t2iLGo_s19_channel3.jpg,0,0.0520769389703016
24,D09_t7_t2iLGo_s24_channel3.jpg,0,0.1547692383761907
25,D09_t7_t2iLGo_s25_channel3.jpg,0,0.20392917809704633
26,D09_t7_t2iLGo_s30_channel3.jpg,0,0.1502751735632025
27,D09_t7_t2iLGo_s34_channel3.jpg,0,0.21963146211938503
28,D09_t7_t2iLGo_s43_channel3.jpg,0,0.24926707512741886
29,E02_t0_NaiveCult_s46_channel3_aug_014.jpg,1,0.8575600808920293
30,E08_t7_NaiveCult_s15_channel3.jpg,0,0.2763132685834201
31,E08_t7_NaiveCult_s30_channel3.jpg,1,0.8785620254936166
32,E08_t7_NaiveCult_s31_channel3.jpg,0,0.2811751436559069
33,E08_t7_NaiveCult_s35_channel3.jpg,0,0.11831682288327085
34,E08_t7_NaiveCult_s37_channel3.jpg,0,0.2539180857408914
35,E08_t7_NaiveCult_s38_channel3.jpg,1,0.8552021797249235
36,E08_t7_NaiveCult_s38_channel3_aug_047.jpg,1,0.8562454091374002
37,E08_t7_NaiveCult_s39_channel3.jpg,1,0.690445644896327
38,F07_t7_IWP2_s04_channel3.jpg,1,0.5256036212068383
39,F07_t7_IWP2_s13_channel3.jpg,0,0.07890686904137943
40,F07_t7_IWP2_s22_channel3.jpg,0,0.07339095871817379
41,F07_t7_IWP2_s33_channel3.jpg,0,0.11107763448833985
42,F07_t7_IWP2_s35_channel3.jpg,0,0.14156687801873824
43,G02_t0_MYF_s18_channel3.jpg,0,0.1153999706578919
44,G02_t0_MYF_s26_channel3.jpg,0,0.16502044516121173
45,G02_t0_MYF_s27_channel3.jpg,1,0.7528047826852402
46,G02_t0_MYF_s39_channel3.jpg,0,0.3418648471190023
47,G02_t0_MYF_s46_channel3.jpg,1,0.7659703541881896
48,G04_t0_MYF_s08_channel3.jpg,1,0.46648071545485614
49,G04_t0_MYF_s14_channel3.jpg,0,0.21792202801496344
50,G04_t0_MYF_s21_channel3.jpg,1,0.7462407590419986
51,G04_t0_MYF_s23_channel3.jpg,0,0.24422412851696346
52,G04_t0_MYF_s30_channel3.jpg,1,0.4363624724032988
